Approach,Dataset,Locations,Days,Evaluation,Time (s),Seed
GACC+GR+BF,mumbai,15,5,1088.181027,1.8088436,0
GAR+GI,mumbai,15,5,1138.343131,0.7820224,0
GATG,mumbai,15,5,1083.601605,0.7958262,0
GITG,mumbai,15,5,1197.465883,0.0105276,0
GR+GI,mumbai,15,5,1158.442766,3.65E-05,0
KM+BF,mumbai,15,5,1337.84222,0.0386742,0
KM+CH,mumbai,15,5,1339.450593,0.0137283,0
KM+GAR,mumbai,15,5,1336.670414,1.6757386,0
KM+GI,mumbai,15,5,1920.633221,0.0113722,0
KM+GR,mumbai,15,5,1347.474291,0.010939,0
BF+GI,nairobi,15,5,inf,1.01E+14,0
BFTG,nairobi,15,5,inf,1.01E+14,0
CH+GI,nairobi,15,5,745.458374,0.0079542,0
GAC+GI,nairobi,15,5,1199.654451,5.9629876,0
GAC+GR,nairobi,15,5,704.2080608,2.1217528,0
GAC+GR+BF,nairobi,15,5,703.6292216,2.1229893,0
GACC+GI,nairobi,15,5,1170.001975,6.0315388,0
GACC+GR,nairobi,15,5,693.3444298,1.7794771,0
GACC+GR+BF,nairobi,15,5,693.3444298,1.7842849,0
GAR+GI,nairobi,15,5,740.833645,0.7614426,0
GATG,nairobi,15,5,699.7290603,0.780909,0
GITG,nairobi,15,5,703.2548734,0.0107917,0
GR+GI,nairobi,15,5,693.2238056,3.63E-05,0
KM+BF,nairobi,15,5,861.7265517,0.2181493,0
KM+CH,nairobi,15,5,862.4186182,0.0135496,0
KM+GAR,nairobi,15,5,861.3224372,1.57705,0
KM+GI,nairobi,15,5,1231.848568,0.010948,0
KM+GR,nairobi,15,5,865.9398635,0.0104202,0
BF+GI,new_york,15,5,inf,1.01E+14,0
BFTG,new_york,15,5,inf,1.01E+14,0
CH+GI,new_york,15,5,827.4782181,0.0082489,0
GAC+GI,new_york,15,5,1365.708316,6.0669452,0
GAC+GR,new_york,15,5,760.2355589,2.1981225,0
GAC+GR+BF,new_york,15,5,759.9335383,2.199351,0
GACC+GI,new_york,15,5,1358.930607,5.9316869,0
GACC+GR,new_york,15,5,817.9864202,1.7092929,0
GACC+GR+BF,new_york,15,5,814.7931755,1.7142794,0
GAR+GI,new_york,15,5,811.214606,0.8174728,0
GATG,new_york,15,5,774.1949833,0.7906231,0
GITG,new_york,15,5,816.0776541,0.0110402,0
GR+GI,new_york,15,5,817.7214941,3.29E-05,0
KM+BF,new_york,15,5,1012.873789,1.750098,0
KM+CH,new_york,15,5,1020.271326,0.0154079,0
KM+GAR,new_york,15,5,1012.873789,1.4980207,0
KM+GI,new_york,15,5,1379.263733,0.0125574,0
KM+GR,new_york,15,5,1016.921278,0.0118877,0
BF+GI,paris,15,5,inf,1.01E+14,0
BFTG,paris,15,5,inf,1.01E+14,0
CH+GI,paris,15,5,879.718184,0.0338728,0
GAC+GI,paris,15,5,1477.540511,7.457234,0
GAC+GR,paris,15,5,821.7602138,2.6837073,0
GAC+GR+BF,paris,15,5,821.7602138,2.6851015,0
GACC+GI,paris,15,5,1479.234938,7.5086763,0
GACC+GR,paris,15,5,843.0662814,3.1968061,0
GACC+GR+BF,paris,15,5,843.0662814,3.1975715,0
GAR+GI,paris,15,5,902.2919899,0.9951147,0
GATG,paris,15,5,831.8584959,0.9496095,0
GITG,paris,15,5,910.0079639,0.0127903,0
GR+GI,paris,15,5,913.0307215,3.48E-05,0
KM+BF,paris,15,5,916.4834547,0.0135031,0
KM+CH,paris,15,5,929.1484582,0.0139883,0
KM+GAR,paris,15,5,916.4834547,1.9415432,0
KM+GI,paris,15,5,1495.331996,0.0120545,0
KM+GR,paris,15,5,917.666907,0.0116302,0
BF+GI,rio_de_janeiro,15,5,inf,1.01E+14,0
BFTG,rio_de_janeiro,15,5,inf,1.01E+14,0
CH+GI,rio_de_janeiro,15,5,881.5929016,0.0075871,0
GAC+GI,rio_de_janeiro,15,5,1423.31884,5.5717394,0
GAC+GR,rio_de_janeiro,15,5,798.671765,2.1365576,0
GAC+GR+BF,rio_de_janeiro,15,5,798.043798,2.1373544,0
GACC+GI,rio_de_janeiro,15,5,1408.068996,5.5702102,0
GACC+GR,rio_de_janeiro,15,5,824.917629,1.9003812,0
GACC+GR+BF,rio_de_janeiro,15,5,824.5008538,1.902088,0
GAR+GI,rio_de_janeiro,15,5,881.4771031,0.8095063,0
GATG,rio_de_janeiro,15,5,802.4348149,0.8127009,0
GITG,rio_de_janeiro,15,5,872.0741051,0.0111388,0
GR+GI,rio_de_janeiro,15,5,875.1149804,4.60E-05,0
KM+BF,rio_de_janeiro,15,5,844.1430823,0.015283,0
KM+CH,rio_de_janeiro,15,5,845.8566663,0.0131422,0
KM+GAR,rio_de_janeiro,15,5,843.187287,1.6905667,0
KM+GI,rio_de_janeiro,15,5,1438.568685,0.0111599,0
KM+GR,rio_de_janeiro,15,5,844.7719604,0.0107452,0
BF+GI,riyadh,15,5,inf,1.01E+14,0
BFTG,riyadh,15,5,inf,1.01E+14,0
CH+GI,riyadh,15,5,784.607046,0.0081091,0
GAC+GI,riyadh,15,5,1289.459092,6.6628041,0
GAC+GR,riyadh,15,5,730.9403289,2.6982424,0
GAC+GR+BF,riyadh,15,5,726.878402,2.699491,0
GACC+GI,riyadh,15,5,1285.223024,6.2522816,0
GACC+GR,riyadh,15,5,732.4818391,2.2215229,0
GACC+GR+BF,riyadh,15,5,731.8084294,2.2227751,0
GAR+GI,riyadh,15,5,790.9432744,0.8731659,0
GATG,riyadh,15,5,730.6154469,0.991706,0
GITG,riyadh,15,5,803.3400391,0.0106723,0
GR+GI,riyadh,15,5,795.7462775,3.51E-05,0
KM+BF,riyadh,15,5,1016.979085,2.2809799,0
KM+CH,riyadh,15,5,1020.352511,0.0144106,0
KM+GAR,riyadh,15,5,1016.979085,1.6359418,0
KM+GI,riyadh,15,5,1314.8755,0.0122963,0
KM+GR,riyadh,15,5,1024.971456,0.0116937,0
BF+GI,rome,15,5,inf,1.01E+14,0
BFTG,rome,15,5,inf,1.01E+14,0
CH+GI,rome,15,5,994.9047547,0.0048809,0
GAC+GI,rome,15,5,1634.275026,5.8114473,0
GAC+GR,rome,15,5,904.1647909,2.2261796,0
GAC+GR+BF,rome,15,5,902.5402051,2.2269795,0
GACC+GI,rome,15,5,1624.955676,5.8129881,0
GACC+GR,rome,15,5,943.2955878,1.7611545,0
GACC+GR+BF,rome,15,5,943.2955878,1.7624252,0
GAR+GI,rome,15,5,959.4555532,1.0035684,0
GATG,rome,15,5,914.5799443,0.7911545,0
GITG,rome,15,5,950.3951447,0.0105235,0
GR+GI,rome,15,5,996.993621,3.71E-05,0
KM+BF,rome,15,5,1077.802445,0.0158907,0
KM+CH,rome,15,5,1083.881091,0.0132485,0
KM+GAR,rome,15,5,1077.802445,1.5876262,0
KM+GI,rome,15,5,1652.066511,0.0110864,0
KM+GR,rome,15,5,1082.90112,0.010617,0
BF+GI,san_francisco,15,5,inf,1.01E+14,0
BFTG,san_francisco,15,5,inf,1.01E+14,0
CH+GI,san_francisco,15,5,787.1021127,0.0049572,0
GAC+GI,san_francisco,15,5,1263.195471,5.7203376,0
GAC+GR,san_francisco,15,5,705.8507696,2.3589867,0
GAC+GR+BF,san_francisco,15,5,705.0647485,2.360234,0
GACC+GI,san_francisco,15,5,1263.195471,5.9983918,0
GACC+GR,san_francisco,15,5,734.4350217,1.8525643,0
GACC+GR+BF,san_francisco,15,5,733.5376717,1.853898,0
GAR+GI,san_francisco,15,5,749.2540365,0.7895866,0
GATG,san_francisco,15,5,740.2014475,0.9651224,0
GITG,san_francisco,15,5,763.8458458,0.0104976,0
GR+GI,san_francisco,15,5,749.8058471,3.48E-05,0
KM+BF,san_francisco,15,5,758.0126683,0.0126156,0
KM+CH,san_francisco,15,5,758.1370261,0.0134724,0
KM+GAR,san_francisco,15,5,757.6713473,1.8321675,0
KM+GI,san_francisco,15,5,1275.056461,0.0118116,0
KM+GR,san_francisco,15,5,759.270127,0.0114041,0
BF+GI,shanghai,15,5,inf,1.01E+14,0
BFTG,shanghai,15,5,inf,1.01E+14,0
CH+GI,shanghai,15,5,994.7730643,0.0047325,0
GAC+GI,shanghai,15,5,1640.205521,5.3128217,0
GAC+GR,shanghai,15,5,895.2767562,2.097397,0
GAC+GR+BF,shanghai,15,5,895.2767562,2.0982055,0
GACC+GI,shanghai,15,5,1633.427812,6.1666489,0
GACC+GR,shanghai,15,5,919.7851823,1.7514186,0
GACC+GR+BF,shanghai,15,5,919.6285347,1.7522456,0
GAR+GI,shanghai,15,5,972.8053103,0.7492801,0
GATG,shanghai,15,5,903.3539483,0.791474,0
GITG,shanghai,15,5,970.5452492,0.0110984,0
GR+GI,shanghai,15,5,1001.07788,3.46E-05,0
KM+BF,shanghai,15,5,1092.51034,0.0191155,0
KM+CH,shanghai,15,5,1103.925977,0.0161968,0
KM+GAR,shanghai,15,5,1092.067015,1.6317162,0
KM+GI,shanghai,15,5,1652.066511,0.0144392,0
KM+GR,shanghai,15,5,1093.83934,0.013958,0
BF+GI,sydney,15,5,inf,1.01E+14,0
BFTG,sydney,15,5,inf,1.01E+14,0
CH+GI,sydney,15,5,855.0502766,0.0077081,0
GAC+GI,sydney,15,5,1401.291287,5.4867841,0
GAC+GR,sydney,15,5,791.7046773,2.1029127,0
GAC+GR+BF,sydney,15,5,790.3812528,2.1037058,0
GACC+GI,sydney,15,5,1397.902433,5.9047828,0
GACC+GR,sydney,15,5,813.0474149,1.724113,0
GACC+GR+BF,sydney,15,5,810.9781239,1.7253605,0
GAR+GI,sydney,15,5,861.5738913,0.7467918,0
GATG,sydney,15,5,824.1282917,0.7877172,0
GITG,sydney,15,5,852.5010747,0.0105809,0
GR+GI,sydney,15,5,852.0437825,3.47E-05,0
KM+BF,sydney,15,5,879.6992495,0.016067,0
KM+CH,sydney,15,5,882.4646136,0.0140697,0
KM+GAR,sydney,15,5,878.8715698,1.626525,0
KM+GI,sydney,15,5,1410.610637,0.0117829,0
KM+GR,sydney,15,5,881.9350795,0.0113533,0
BF+GI,taipei,15,5,inf,1.01E+14,0
BFTG,taipei,15,5,inf,1.01E+14,0
CH+GI,taipei,15,5,1038.234668,0.0049263,0
GAC+GI,taipei,15,5,1718.149172,5.7440409,0
GAC+GR,taipei,15,5,962.6615157,2.1067653,0
GAC+GR+BF,taipei,15,5,961.1114988,2.1075322,0
GACC+GI,taipei,15,5,1711.371463,5.788812,0
GACC+GR,taipei,15,5,974.8089539,1.7723092,0
GACC+GR+BF,taipei,15,5,973.9624283,1.7731503,0
GAR+GI,taipei,15,5,1030.606259,0.745949,0
GATG,taipei,15,5,939.1633758,0.7796531,0
GITG,taipei,15,5,1051.485237,0.0107144,0
GR+GI,taipei,15,5,1042.794006,3.90E-05,0
KM+BF,taipei,15,5,1083.029711,0.0116031,0
KM+CH,taipei,15,5,1083.979615,0.0124654,0
KM+GAR,taipei,15,5,1082.503891,1.6463377,0
KM+GI,taipei,15,5,1721.538026,0.0108219,0
KM+GR,taipei,15,5,1085.027423,0.0104243,0
BF+GI,tokyo,15,5,inf,1.01E+14,0
BFTG,tokyo,15,5,inf,1.01E+14,0
CH+GI,tokyo,15,5,1115.495596,0.008135,0
GAC+GI,tokyo,15,5,1851.161706,5.9546586,0
GAC+GR,tokyo,15,5,1010.17765,2.1079185,0
GAC+GR+BF,tokyo,15,5,1009.106497,2.1086893,0
GACC+GI,tokyo,15,5,1844.383997,5.594098,0
GACC+GR,tokyo,15,5,1040.675522,1.7816238,0
GACC+GR+BF,tokyo,15,5,1040.675522,1.7824426,0
GAR+GI,tokyo,15,5,1129.343679,0.7559713,0
GATG,tokyo,15,5,1050.030292,0.7804345,0
GITG,tokyo,15,5,1118.84724,0.0105814,0
GR+GI,tokyo,15,5,1127.220698,3.47E-05,0
KM+BF,tokyo,15,5,1210.709947,0.0444296,0
KM+CH,tokyo,15,5,1218.357447,0.013117,0
KM+GAR,tokyo,15,5,1210.709947,1.6026668,0
KM+GI,tokyo,15,5,1867.258764,0.0113751,0
KM+GR,tokyo,15,5,1213.001375,0.0108136,0
BF+GI,vancouver,15,5,inf,1.01E+14,0
BFTG,vancouver,15,5,inf,1.01E+14,0
CH+GI,vancouver,15,5,712.1557633,0.009401,0
GAC+GI,vancouver,15,5,1181.015752,5.610043,0
GAC+GR,vancouver,15,5,656.8488468,2.1288816,0
GAC+GR+BF,vancouver,15,5,655.3581021,2.1301431,0
GACC+GI,vancouver,15,5,1179.321325,7.2710811,0
GACC+GR,vancouver,15,5,662.5179537,1.7337145,0
GACC+GR+BF,vancouver,15,5,661.0339437,1.7345029,0
GAR+GI,vancouver,15,5,712.0030018,0.8725225,0
GATG,vancouver,15,5,644.9985265,0.7914454,0
GITG,vancouver,15,5,715.5266796,0.0137333,0
GR+GI,vancouver,15,5,709.0769252,3.75E-05,0
KM+BF,vancouver,15,5,702.3913872,0.0154482,0
KM+CH,vancouver,15,5,703.3621628,0.0131477,0
KM+GAR,vancouver,15,5,702.3913872,1.6524985,0
KM+GI,vancouver,15,5,1186.946247,0.0113951,0
KM+GR,vancouver,15,5,703.1100322,0.0109535,0
BF+GI,addis_ababa,20,3,inf,1.07E+18,0
BFTG,addis_ababa,20,3,inf,1.07E+18,0
CH+GI,addis_ababa,20,3,1244.495907,0.0156025,0
GAC+GI,addis_ababa,20,3,1933.903833,10.1311531,0
GAC+GR,addis_ababa,20,3,1074.565158,2.4012455,0
GAC+GR+BF,addis_ababa,20,3,1071.630257,4.2339458,0
GACC+GI,addis_ababa,20,3,1938.098852,13.1799719,0
GACC+GR,addis_ababa,20,3,1092.189388,1.9453084,0
GACC+GR+BF,addis_ababa,20,3,1086.453978,2.2364477,0
GAR+GI,addis_ababa,20,3,1292.770363,1.0587095,0
GATG,addis_ababa,20,3,1083.41624,1.1520271,0
GITG,addis_ababa,20,3,1243.787862,0.0163651,0
GR+GI,addis_ababa,20,3,1268.078844,4.98E-05,0
KM+BF,addis_ababa,20,3,inf,864864000,0
KM+CH,addis_ababa,20,3,1628.037516,0.0238299,0
KM+GAR,addis_ababa,20,3,1623.530885,1.5344974,0
KM+GI,addis_ababa,20,3,1947.537645,0.0154468,0
KM+GR,addis_ababa,20,3,1628.769621,0.0135675,0
BF+GI,amsterdam,20,3,inf,1.07E+18,0
BFTG,amsterdam,20,3,inf,1.07E+18,0
CH+GI,amsterdam,20,3,1393.052416,0.0199558,0
GAC+GI,amsterdam,20,3,2098.558335,10.4437104,0
GAC+GR,amsterdam,20,3,1176.732367,2.2183211,0
GAC+GR+BF,amsterdam,20,3,1170.96127,2.4897073,0
GACC+GI,amsterdam,20,3,2097.50958,9.9473198,0
GACC+GR,amsterdam,20,3,1172.261396,1.9721708,0
GACC+GR+BF,amsterdam,20,3,1165.333193,2.3956523,0
GAR+GI,amsterdam,20,3,1322.020568,0.993708,0
GATG,amsterdam,20,3,1179.619119,1.1534982,0
GITG,amsterdam,20,3,1296.105141,0.0155637,0
GR+GI,amsterdam,20,3,1376.835735,4.59E-05,0
KM+BF,amsterdam,20,3,1288.059548,0.5306524,0
KM+CH,amsterdam,20,3,1330.807563,0.0150486,0
KM+GAR,amsterdam,20,3,1288.059548,1.5565067,0
KM+GI,amsterdam,20,3,2134.215998,0.0117386,0
KM+GR,amsterdam,20,3,1302.042785,0.0108221,0
BF+GI,auckland,20,3,inf,1.07E+18,0
BFTG,auckland,20,3,inf,1.07E+18,0
CH+GI,auckland,20,3,1502.546272,0.0157941,0
GAC+GI,auckland,20,3,2247.481515,11.9053333,0
GAC+GR,auckland,20,3,1257.223996,3.5493869,0
GAC+GR+BF,auckland,20,3,1253.388815,3.8372696,0
GACC+GI,auckland,20,3,2260.066572,11.561319,0
GACC+GR,auckland,20,3,1270.828927,2.7944445,0
GACC+GR+BF,auckland,20,3,1263.421083,5.0239528,0
GAR+GI,auckland,20,3,1455.973064,1.1080579,0
GATG,auckland,20,3,1260.504121,2.2843115,0
GITG,auckland,20,3,1489.247121,0.0229572,0
GR+GI,auckland,20,3,1496.059296,0.0001959,0
KM+BF,auckland,20,3,inf,1650,0
KM+CH,auckland,20,3,1567.830592,0.0186623,0
KM+GAR,auckland,20,3,1557.061497,2.9628297,0
KM+GI,auckland,20,3,2303.065519,0.0131308,0
KM+GR,auckland,20,3,1564.882205,0.010606,0
BF+GI,barcelona,20,3,inf,1.07E+18,0
BFTG,barcelona,20,3,inf,1.07E+18,0
CH+GI,barcelona,20,3,1884.985713,0.0504296,0
GAC+GI,barcelona,20,3,2854.710538,10.6811925,0
GAC+GR,barcelona,20,3,1584.729356,2.9952746,0
GAC+GR+BF,barcelona,20,3,1580.38638,3.3410428,0
GACC+GI,barcelona,20,3,2852.613029,11.813864,0
GACC+GR,barcelona,20,3,1627.518318,2.1687971,0
GACC+GR+BF,barcelona,20,3,1608.576157,2.5001273,0
GAR+GI,barcelona,20,3,1876.706084,1.4586521,0
GATG,barcelona,20,3,1593.783709,1.2630973,0
GITG,barcelona,20,3,1897.525384,0.0158706,0
GR+GI,barcelona,20,3,1865.938329,6.02E-05,0
KM+BF,barcelona,20,3,inf,19800,0
KM+CH,barcelona,20,3,2174.469976,0.028095,0
KM+GAR,barcelona,20,3,2174.285654,1.8991059,0
KM+GI,barcelona,20,3,2904.002013,0.0225638,0
KM+GR,barcelona,20,3,2189.476227,0.0212346,0
BF+GI,berlin,20,3,inf,1.07E+18,0
BFTG,berlin,20,3,inf,1.07E+18,0
CH+GI,berlin,20,3,1737.82546,0.023404,0
GAC+GI,berlin,20,3,2609.301917,9.9913897,0
GAC+GR,berlin,20,3,1468.779085,2.0156577,0
GAC+GR+BF,berlin,20,3,1467.47523,2.2860753,0
GACC+GI,berlin,20,3,2608.253163,10.1883918,0
GACC+GR,berlin,20,3,1475.667639,1.8275232,0
GACC+GR+BF,berlin,20,3,1474.336659,3.6514366,0
GAR+GI,berlin,20,3,1677.964038,0.9865024,0
GATG,berlin,20,3,1471.367528,1.131213,0
GITG,berlin,20,3,1756.497907,0.0155092,0
GR+GI,berlin,20,3,1730.758893,6.90E-05,0
KM+BF,berlin,20,3,1531.689555,0.4470193,0
KM+CH,berlin,20,3,1543.998116,0.0151887,0
KM+GAR,berlin,20,3,1531.689555,1.5354134,0
KM+GI,berlin,20,3,2614.545691,0.012329,0
KM+GR,berlin,20,3,1537.228628,0.0113671,0
BF+GI,birmingham,20,3,inf,1.07E+18,0
BFTG,birmingham,20,3,inf,1.07E+18,0
CH+GI,birmingham,20,3,1733.629884,0.0152417,0
GAC+GI,birmingham,20,3,2659.642147,10.1041232,0
GAC+GR,birmingham,20,3,1474.831629,2.1357489,0
GAC+GR+BF,birmingham,20,3,1471.627217,2.5761238,0
GACC+GI,birmingham,20,3,2657.544638,10.0795666,0
GACC+GR,birmingham,20,3,1477.754607,1.8584187,0
GACC+GR+BF,birmingham,20,3,1469.207281,2.224053,0
GAR+GI,birmingham,20,3,1741.767422,1.2031484,0
GATG,birmingham,20,3,1474.290505,1.071777,0
GITG,birmingham,20,3,1755.188942,0.0174905,0
GR+GI,birmingham,20,3,1748.045224,4.59E-05,0
KM+BF,birmingham,20,3,1593.767624,0.2783291,0
KM+CH,birmingham,20,3,1614.577173,0.0149063,0
KM+GAR,birmingham,20,3,1593.767624,1.5296236,0
KM+GI,birmingham,20,3,2668.032186,0.0117185,0
KM+GR,birmingham,20,3,1604.88829,0.0108223,0
BF+GI,buenos_aires,20,3,inf,1.07E+18,0
BFTG,buenos_aires,20,3,inf,1.07E+18,0
CH+GI,buenos_aires,20,3,1882.934553,0.0150539,0
GAC+GI,buenos_aires,20,3,2885.124427,12.6517071,0
GAC+GR,buenos_aires,20,3,1599.013758,2.0029963,0
GAC+GR+BF,buenos_aires,20,3,1594.458067,2.4285723,0
GACC+GI,buenos_aires,20,3,2883.026918,11.4445127,0
GACC+GR,buenos_aires,20,3,1599.54609,1.8995889,0
GACC+GR+BF,buenos_aires,20,3,1594.498321,2.2156656,0
GAR+GI,buenos_aires,20,3,1906.103007,1.2217047,0
GATG,buenos_aires,20,3,1606.558523,1.0737692,0
GITG,buenos_aires,20,3,1894.261115,0.0170589,0
GR+GI,buenos_aires,20,3,1884.910519,4.40E-05,0
KM+BF,buenos_aires,20,3,1998.585601,17.8507833,0
KM+CH,buenos_aires,20,3,2011.639373,0.0177818,0
KM+GAR,buenos_aires,20,3,2000.186878,1.4576254,0
KM+GI,buenos_aires,20,3,2888.270692,0.0131496,0
KM+GR,buenos_aires,20,3,2000.186878,0.0120947,0
BF+GI,dublin,20,3,inf,1.07E+18,0
BFTG,dublin,20,3,inf,1.07E+18,0
CH+GI,dublin,20,3,1604.90511,0.016289,0
GAC+GI,dublin,20,3,2463.525002,9.8198045,0
GAC+GR,dublin,20,3,1371.264058,2.0799023,0
GAC+GR+BF,dublin,20,3,1368.733218,2.3551288,0
GACC+GI,dublin,20,3,2464.573756,9.8268154,0
GACC+GR,dublin,20,3,1398.3894,1.921309,0
GACC+GR+BF,dublin,20,3,1384.225906,2.1950246,0
GAR+GI,dublin,20,3,1634.204539,1.0168112,0
GATG,dublin,20,3,1366.683012,1.1333855,0
GITG,dublin,20,3,1619.796011,0.0254047,0
GR+GI,dublin,20,3,1616.383371,0.0005358,0
KM+BF,dublin,20,3,inf,1650,0
KM+CH,dublin,20,3,1806.413351,0.0170847,0
KM+GAR,dublin,20,3,1775.207116,1.5495055,0
KM+GI,dublin,20,3,2487.646362,0.0133038,0
KM+GR,dublin,20,3,1782.209164,0.0121296,0
BF+GI,johannesburg,20,3,inf,1.07E+18,0
BFTG,johannesburg,20,3,inf,1.07E+18,0
CH+GI,johannesburg,20,3,1970.860065,0.0162139,0
GAC+GI,johannesburg,20,3,2961.683527,12.358821,0
GAC+GR,johannesburg,20,3,1655.698593,2.6089999,0
GAC+GR+BF,johannesburg,20,3,1650.086282,2.9825065,0
GACC+GI,johannesburg,20,3,2948.049715,11.3474431,0
GACC+GR,johannesburg,20,3,1673.095964,2.1186545,0
GACC+GR+BF,johannesburg,20,3,1666.381012,4.8148068,0
GAR+GI,johannesburg,20,3,1943.066383,1.5390516,0
GATG,johannesburg,20,3,1664.008016,1.29854,0
GITG,johannesburg,20,3,1939.734325,0.0321397,0
GR+GI,johannesburg,20,3,1963.71347,4.55E-05,0
KM+BF,johannesburg,20,3,1821.540961,18.2374702,0
KM+CH,johannesburg,20,3,1836.12177,0.0152807,0
KM+GAR,johannesburg,20,3,1821.540961,1.4677833,0
KM+GI,johannesburg,20,3,2962.732282,0.0119826,0
KM+GR,johannesburg,20,3,1826.933786,0.0109877,0
BF+GI,lagos,20,3,inf,1.07E+18,0
BFTG,lagos,20,3,inf,1.07E+18,0
CH+GI,lagos,20,3,1436.304412,0.0154371,0
GAC+GI,lagos,20,3,2231.750193,9.4063671,0
GAC+GR,lagos,20,3,1247.354137,2.1381196,0
GAC+GR+BF,lagos,20,3,1245.047358,2.4270019,0
GACC+GI,lagos,20,3,2246.43276,10.082824,0
GACC+GR,lagos,20,3,1253.077001,1.8354937,0
GACC+GR+BF,lagos,20,3,1237.547472,2.132126,0
GAR+GI,lagos,20,3,1463.836881,1.0612335,0
GATG,lagos,20,3,1242.038403,1.1526886,0
GITG,lagos,20,3,1438.773583,0.0167115,0
GR+GI,lagos,20,3,1442.284256,4.44E-05,0
KM+BF,lagos,20,3,inf,1650,0
KM+CH,lagos,20,3,1636.285051,0.0163358,0
KM+GAR,lagos,20,3,1599.22637,1.614653,0
KM+GI,lagos,20,3,2281.041668,0.0128626,0
KM+GR,lagos,20,3,1605.867461,0.0117205,0
BF+GI,london,20,3,inf,1.07E+18,0
BFTG,london,20,3,inf,1.07E+18,0
CH+GI,london,20,3,1931.639883,0.0151489,0
GAC+GI,london,20,3,3195.555845,10.384801,0
GAC+GR,london,20,3,1792.513351,2.0518744,0
GAC+GR+BF,london,20,3,1775.112742,2.336618,0
GACC+GI,london,20,3,3164.093201,10.6997398,0
GACC+GR,london,20,3,1743.99415,1.7936035,0
GACC+GR+BF,london,20,3,1731.015181,3.7937909,0
GAR+GI,london,20,3,1983.261341,1.0315643,0
GATG,london,20,3,1795.160681,1.1217623,0
GITG,london,20,3,1993.244276,0.0191299,0
GR+GI,london,20,3,2111.439731,4.77E-05,0
KM+BF,london,20,3,2064.533474,161.758628,0
KM+CH,london,20,3,2085.500648,0.0163766,0
KM+GAR,london,20,3,2071.348899,1.389275,0
KM+GI,london,20,3,3253.237359,0.0120861,0
KM+GR,london,20,3,2092.929101,0.0110322,0
BF+GI,medina,20,3,inf,1.07E+18,0
BFTG,medina,20,3,inf,1.07E+18,0
CH+GI,medina,20,3,1491.37572,0.0148931,0
GAC+GI,medina,20,3,2304.114274,10.8154437,0
GAC+GR,medina,20,3,1264.489608,2.572839,0
GAC+GR+BF,medina,20,3,1261.904849,3.1586593,0
GACC+GI,medina,20,3,2324.040615,11.0508647,0
GACC+GR,medina,20,3,1274.195048,2.1809722,0
GACC+GR+BF,medina,20,3,1264.282332,4.3778648,0
GAR+GI,medina,20,3,1532.721347,1.1205399,0
GATG,medina,20,3,1286.79186,1.2839118,0
GITG,medina,20,3,1485.099091,0.0326264,0
GR+GI,medina,20,3,1497.288053,4.83E-05,0
KM+BF,medina,20,3,inf,257400,0
KM+CH,medina,20,3,1876.740444,0.033585,0
KM+GAR,medina,20,3,1876.17893,1.7114628,0
KM+GI,medina,20,3,2364.942051,0.0202505,0
KM+GR,medina,20,3,1873.050203,0.0189475,0
BF+GI,mumbai,20,3,inf,1.07E+18,0
BFTG,mumbai,20,3,inf,1.07E+18,0
CH+GI,mumbai,20,3,2435.112731,0.027381,0
GAC+GI,mumbai,20,3,3197.653355,10.8241214,0
GAC+GR,mumbai,20,3,2050.417841,2.0160206,0
GAC+GR+BF,mumbai,20,3,2038.157072,20.6004369,0
GACC+GI,mumbai,20,3,3225.969734,11.8147352,0
GACC+GR,mumbai,20,3,2032.623654,1.8776512,0
GACC+GR+BF,mumbai,20,3,2026.555013,21.3214805,0
GAR+GI,mumbai,20,3,2414.593076,1.265311,0
GATG,mumbai,20,3,2056.900898,1.1121456,0
GITG,mumbai,20,3,2237.073776,0.0156046,0
GR+GI,mumbai,20,3,2440.909478,4.58E-05,0
KM+BF,mumbai,20,3,2476.760931,2.2087272,0
KM+CH,mumbai,20,3,2481.644829,0.0168845,0
KM+GAR,mumbai,20,3,2479.81898,1.9141582,0
KM+GI,mumbai,20,3,3688.470596,0.0121698,0
KM+GR,mumbai,20,3,2483.694087,0.0111902,0
BF+GI,nairobi,20,3,inf,1.07E+18,0
BFTG,nairobi,20,3,inf,1.07E+18,0
CH+GI,nairobi,20,3,1295.782854,0.0219101,0
GAC+GI,nairobi,20,3,1971.659005,11.1883454,0
GAC+GR,nairobi,20,3,1117.696525,2.2566368,0
GAC+GR+BF,nairobi,20,3,1115.291128,4.3601484,0
GACC+GI,nairobi,20,3,1953.830174,12.1310037,0
GACC+GR,nairobi,20,3,1107.495891,2.134105,0
GACC+GR+BF,nairobi,20,3,1097.459061,19.2706957,0
GAR+GI,nairobi,20,3,1251.683309,1.1303925,0
GATG,nairobi,20,3,1113.612059,1.2010404,0
GITG,nairobi,20,3,1264.047926,0.016731,0
GR+GI,nairobi,20,3,1319.739338,7.15E-05,0
KM+BF,nairobi,20,3,inf,1650,0
KM+CH,nairobi,20,3,1278.002393,0.0160578,0
KM+GAR,nairobi,20,3,1260.932668,1.6766649,0
KM+GI,nairobi,20,3,1971.659005,0.0130684,0
KM+GR,nairobi,20,3,1266.556568,0.0115728,0
BF+GI,new_york,20,3,inf,1.07E+18,0
BFTG,new_york,20,3,inf,1.07E+18,0
CH+GI,new_york,20,3,1786.140725,0.0152342,0
GAC+GI,new_york,20,3,2790.736496,18.9962107,0
